1473092291 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1475011907 0 0 0 0 0 12583 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1475017051 0 0 0 0 0 12602 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1475173503 0 0 0 0 0 12775 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1475182136 0 0 0 0 0 12835 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1475182185 0 0 0 0 0 12835 1 0 0 0 0 0 194 0 0 0 0 0 0 0
1475182324 0 0 0 0 0 12835 1 0 0 0 0 0 194 0 0 0 0 0 0 0
1475183959 0 0 0 0 0 12835 1 0 0 0 0 0 283 0 0 0 0 0 0 0
1475184543 0 0 0 8 0 12835 1 0 0 0 0 0 283 0 0 0 0 0 0 0
1475190057 0 0 0 8 0 12835 1 0 0 0 0 0 416 0 0 0 0 0 0 0
1475190281 0 0 0 52 0 12835 1 0 0 0 0 0 416 0 0 0 0 0 0 0
1475190323 0 0 0 52 0 12848 1 0 0 0 0 0 416 0 0 0 0 0 0 0
1475190404 0 0 0 52 0 12848 1 0 0 0 0 0 416 0 0 0 0 0 0 0
1475192168 0 165 0 52 0 12848 1 0 0 0 0 0 416 0 0 0 0 0 0 0
1475192317 0 165 0 52 0 12848 1 0 0 0 0 0 416 0 0 0 0 0 0 0
1475430904 0 165 0 52 0 13152 1 0 0 0 0 0 416 0 0 0 0 0 0 0
1475463670 0 165 0 52 0 13152 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475612671 0 165 0 52 0 13158 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475614129 0 165 0 52 0 13158 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475614641 0 165 0 52 0 13158 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475622911 0 165 0 52 0 13280 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475623001 0 165 0 52 0 13280 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475623003 0 165 0 110 0 13280 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475792608 0 165 0 136 0 13280 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475794904 0 165 0 147 0 13280 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475795289 0 165 0 147 0 13393 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475795630 0 483 0 147 0 13393 1 0 90 0 0 0 416 0 0 0 0 0 0 0
1475795636 0 483 0 147 0 13393 1 0 90 0 0 0 416 0 0 0 0 0 0 0
